srcip,dstip,sport,dport,proto,data,label,classes
23.96.225.71,192.168.2.200,443,7356,6,"b',\xf0]\xd4X\xd3\xfc|\x02H\x16\xf3\x08\x00E\x00\x05\xa0\x14\x8c@\x00g\x06=\xb4\x17`\xe1G\xc0\xa8\x02\xc8\x01\xbb\x1c\xbc2\x8f\x84\x8f-H\xa1\'P\x10\x08\x00\x085\x00\x00\x04\x03\x02\x04\xb00\x81\x8d\x06\x03U\x1d\x11\x04\x81\x850\x81\x82\x82\x1b*.vortex.data.microsoft.com\x82\x19vortex.data.microsoft.com\x82""vortex-extended.data.microsoft.com\x82$*.vortex-extended.data.microsoft.com0\x0c\x06\x03U\x1d\x13\x01\x01\xff\x04\x020\x000d\x06\x03U\x1d\x1f\x04]0[0Y\xa0W\xa0U\x86Shttp://www.microsoft.com/pkiops/crl/Microsoft%20Azure%20TLS%20Issuing%20CA%2002.crl0f\x06\x03U\x1d \x04_0]0Q\x06\x0c+\x06\x01\x04\x01\x827L\x83}\x01\x010A0?\x06\x08+\x06\x01\x05\x05\x07\x02\x01\x163http://www.microsoft.com/pkiops/Docs/Repository.htm0\x08\x06\x06g\x81\x0c\x01\x02\x020\x1f\x06\x03U\x1d#\x04\x180\x16\x80\x14\x00\xab\x91\xfc!b&\x97\x9a\xa8y\x1baA\x90`\xa9bg\xfd0\x1d\x06\x03U\x1d%\x04\x160\x14\x06\x08+\x06\x01\x05\x05\x07\x03\x02\x06\x08+\x06\x01\x05\x05\x07\x03\x010\r\x06\t*\x86H\x86\xf7\r\x01\x01\x0c\x05\x00\x03\x82\x02\x01\x00D[\xb8\xda\x1e\xc8\xe5\xfc\xfa\xaayS\xbe\xf3\xf6\x9d\xf9\x00k\xea^L\xc3\xf8\x81\xba\xb6\x05\x99p\xf6\x8fr!X\x06<\xbf\xa2\xe6\xc6\xd5\x88hQ\xad\x87\x1fq\xb1\xe4>]\x94H\x1f\xc6R\xd9\xa2\xab\xcd\x0ba_O\xda\xdb\x0bd\xe1\xdd2\xa6""\xf8x\x95G\xa2\x97\xf3@a\xce\x0f\xb9\xd5)\x7fp\x82\xf5\xe4\xcb\xa8\x98\xcc\x1cg\xfa\x89A\xad\x08\x07A\xdc\xa9-\\*\x86\xfd\x1d\x18\x1ej\x8eM\xf3\xab\xcf\xbe\x0e\x951\xdf\xe6{1h\xfa\x891-Q\x8355\xe4}\xb62zBo\x95w\x12\xa1\xfd\x02\xea\x9a{\x9fC\xd3`\x84\x15@\xeb ;\xc1\xf2/\x19Cq\'\x16!\x95p~^\x7f8H\xa1\x88\xe3\n\x01\x99\x8a\xb0\xbaK\x1f\xdb\xc60d\x81\xa6F\xfb\xe2\xfd[A\x18\xd7?\xf3\xb8\xd7,\x9dt\xf7taY+)\xfd\xf8\'\x1d\xef\xaf\x81@W\xc8\xaf\xa7\x10\xecvf\x9f\xab\xbf\x12\xbe\xd4y<\x86\xab*)\xa0\xff\x19y:X\x0e\xfe\n\xe4u\x17\xa5\xe1\x01a\x82\xd8.\x91)FG\xa4\x0b\x81(D\xdd\x91WJ\xd4M""\xee\x91\xc5\xea\xab71o:\x97\xac\xb6\xa2lh\xce\xcc\xaeb\xdb\xae\x99\x17t4\xdb*Tz\xecFf\x9a0\xc2k\xcfa\xbe\x88fC0\xf2\xc7\x1d\x8fS\xc9\xad1\xec\xfa\xf2#\xef_\xe9\x15s\xde\x19\xe7Mj{\xac\xbdr\xd3M\x9cWi`\xc3br\x82d\x01\xee\xa6\\\x08\x93zX\x8a\xf9A\xd8R\xd5b\xce{\xda\x8d1S\xfaeF\xae\x86\x8e\x90{i\xae\\/\xbdi\x06K\xb7\x7f\x07\xe0\xd7\xf7y\xc6\xbbg\xdfqmN\xde\x84\xb4\x00\x16\xdfh1\xb47\x1a\x88 \x16\xbb\xa9\xd5=\xf8\x0f\xa2\x80\xdd\x9c\xd1\xb3\x999MF\x8b-\xebj\x19xB@\xe2\x06^\x82\x83\x82Rt\xd5\xe5\xf3\xc9\x1f\x82H\x85Y\x00\xcb\x06\xd1\x04\x87\x0c\xffA.\x93a\xd1\xd4uH\xac@J\xac\xaa\xee\x1c\x14\xda\n\x12\x9b*Q\x17\xdb\xe0 \x81U>\xa4\x9e\xef6Cg\x00\x05\xf70\x82\x05\xf30\x82\x04\xdb\xa0\x03\x02\x01\x02\x02\x10\x0cj\xe9|\xce\xd5\x99\x83\x86\x90\xa0\n\x9e\xa52\x140\r\x06\t*\x86H\x86\xf7\r\x01\x01\x0c\x05\x000a1\x0b0\t\x06\x03U\x04\x06\x13\x02US1\x150\x13\x06\x03U\x04\n\x13\x0cDigiCert Inc1\x190\x17\x06\x03U\x04\x0b\x13\x10www.digicert.com1 0\x1e\x06\x03U\x04\x03\x13\x17DigiCert Global Root G20\x1e\x17\r200729123000Z\x17\r240627235959Z0Y1\x0b0\t\x06\x03U\x04\x06\x13\x02US1\x1e0\x1c\x06\x03U\x04\n\x13\x15Microsoft Corporation1*0(\x06\x03U\x04\x03\x13!Microsoft Azure TLS Issuing CA 020\x82\x02""0\r\x06\t*\x86H\x86\xf7\r\x01\x01\x01\x05\x00\x03\x82\x02\x0f\x000\x82\x02\n\x02\x82\x02\x01\x00\xe0b;R\xba\x16N\x1f\x1c\x8e\xad\xdebd\xa6\x0e\xe5\xc6\x87\x94\x80\xbf-\xcf\xdc.#l\xf4R\x06<\xbcZ\xda\xddPh\xed\x0c\xe7\x0b\x82\xb7\xb3\xd8\xea)a2!\x065\xd4\xb7\xb4\xd7O\x1bI\x86\xbfL\xad\x1a\x8a\x83\xba\x8a\xdaF\x8a(\x04\x1b\xeb\xc7\xfe*\xadAs\xd2\xbb\xa0\xfc\xd3\x8a\xe2\xd0\xd1Y\xd5#\x8f\xf4\x8c\xe3b\xe4""+\xa0\x16\x9e\xd0\xaa?\x85\x80q\x90\x0f\xb6\x93k4\xb3\xc1#(\xaa\x9a$\xc3K\x87e\x16\r]'",0,Normal
23.96.225.71,192.168.2.200,443,7356,6,"b',\xf0]\xd4X\xd3\xfc|\x02H\x16\xf3\x08\x00E\x00\x05\x9f\x14\x8d@\x00g\x06=\xb4\x17`\xe1G\xc0\xa8\x02\xc8\x01\xbb\x1c\xbc2\x8f\x8a\x07-H\xa1\'P\x18\x08\x00\xda\xfe\x00\x00\xb2C.V\x94\xf8\xcfC)\x80C&\xc5\t\xebI\x9e\xb5\xe6\xb0P\xdb\x9b\xe7U\xb0M\x8a\r8\x14+!\xd5]\xd2\xf2\xf7\xb9\x1b8t\xf2\x82+/\xf89\xc6\xafy\xa1\x1a\xe0\x11\xe3\x81!\xe8\x9e\x81\nh*\xb2\xd8\xca\x8d\xd1\xd5;x\xf0y\x92$ XC\x9d\x90s~\x11\x83\x14\x1df\xc2\xd71J\xd6\xb8\xbdI,\x06O\xeb\'\xa8\xe3\xbc\x92K\x12\x82\x8e\x1a\xb9\xfc\x05\x16\xbd\x00O\xdc\xdf\xdc?\xf8\x89\xcc\xa2\x8a\xc3m\xea\'\xf9$V\xb14\r%C\x88\x88\x97X]\x1c\xf5\xa6\xd2\x1a\x16%\xf5#\xe5\xf3\xa2\x07p\x80\x08\xcf\x07\xa5\'\x84\x8a\xa4z\xd5n\x1d?\xc3\x86\x07tX\xb9A\xb7@\xa7\xb3\xb9+\x17\xf1\x05\x88P9\xe1\xf2\x8a\xcd5\xceJX\x9f\xa4\xaaPQ\xafl\xaf\x1eg\xcc\xbd\x01\xc9m\xf0\xf2\x14~\xd3\x06\xea\xaeA\x85\xd9Af@\xc3Wy\xfb\xd1\x19W\xc1\x8b\xe5\x977\xd9\xfeu}\xe2_\xa1b\x9f\x86-n\xe3Jjqd\xb1\xbf\\L\xf89{S\xb5l\x0bW\xe2$ \xe7\xbf\x101{\xf4\xa0\x9a\xcdm\x92\\\xe2/T\x89\xcf\xa2-O\xa8\xde\x13\xb9\xd3o\xd0l\x81\x17\x9bQ\x0b\xf6\x81\x8dJ\xa9\x97-Xa\xf7\x8a\xc2\x04U\xb3\xcd\xf3\xe6K\xa2:\'&tfJ\x1f\xd4\xaaS\x96\xe7*\xc7\xbb""\\\x9fd\xb8:\xc8\x0cX\xc93^\xec\x0fZp\x9d\xff\xa4i\x82""B\x7f\xf5\xd7\xcbPW8\x85\x86\xf7c""\x08`i\xaa\x9bo\xf7\x02\x03\x01\x00\x01\xa3\x82\x01\xad0\x82\x01\xa90\x1d\x06\x03U\x1d\x0e\x04\x16\x04\x14\x00\xab\x91\xfc!b&\x97\x9a\xa8y\x1baA\x90`\xa9bg\xfd0\x1f\x06\x03U\x1d#\x04\x180\x16\x80\x14N""T \x18\x95\xe6\xe3n\xe6\x0f\xfa\xfa\xb9\x12\xed\x06\x17\x8f90\x0e\x06\x03U\x1d\x0f\x01\x01\xff\x04\x04\x03\x02\x01\x860\x1d\x06\x03U\x1d%\x04\x160\x14\x06\x08+\x06\x01\x05\x05\x07\x03\x01\x06\x08+\x06\x01\x05\x05\x07\x03\x020\x12\x06\x03U\x1d\x13\x01\x01\xff\x04\x080\x06\x01\x01\xff\x02\x01\x000v\x06\x08+\x06\x01\x05\x05\x07\x01\x01\x04j0h0$\x06\x08+\x06\x01\x05\x05\x070\x01\x86\x18http://ocsp.digicert.com0@\x06\x08+\x06\x01\x05\x05\x070\x02\x864http://cacerts.digicert.com/DigiCertGlobalRootG2.crt0{\x06\x03U\x1d\x1f\x04t0r07\xa05\xa03\x861http://crl3.digicert.com/DigiCertGlobalRootG2.crl07\xa05\xa03\x861http://crl4.digicert.com/DigiCertGlobalRootG2.crl0\x1d\x06\x03U\x1d \x04\x160\x140\x08\x06\x06g\x81\x0c\x01\x02\x010\x08\x06\x06g\x81\x0c\x01\x02\x020\x10\x06\t+\x06\x01\x04\x01\x827\x15\x01\x04\x03\x02\x01\x000\r\x06\t*\x86H\x86\xf7\r\x01\x01\x0c\x05\x00\x03\x82\x01\x01\x003\xa3\xf2\x9d\x99c\xcfM\xa6\x0bAn\xc9\xe4:\xb1\x12 S\xf5\x0c\x98\x19G\xdee\xde\xd3G_7\xec~\x83JAZ\xfea\x8c\xd6B\xf0\x8b\x9c\xbd\x9a&J\x03\xd9:O\xd3\xb0O\x1f\x02~W/l\xd3\xb6RAV\xd1P\xa5tA\x87\x8b,y\xe3m~\x1e\x94q1\x02\x11\x8eX\xa0x\xfbN\xb5\x11\x97\xc1\xa3NC\xbc\x92Y\xf2aF\x12\x9c<\xa7\xb6<aG@\x8e\xff\xde\x7f\x93\xdeE\xd0\xfd""\xee\xdaY=B\xceX\x81""wV\x1cAS9\xd8\x9fR\x95(\x95\x8f\x13N\xcc\xe7\x99.R\x00\xaa\xb8\x05t>K\x19\x8f\xb1\x02\xe2r\xba{\xf5\x15l\xfb\xa6\x96=g\xca9q\x86\xf3nw\x85\x98\x9a\xbe\'\xb5\xb0^\xbf\xa7\x12l\xae\xfcv\x92?\xdd\xca\xfb?\xf5\x89=\x82n/A,;s \x8d-\xde\x0c%\xfb5zy\xca[\x9e\xdd7)A\xf4T\xf0\x12\xfe\xc9\x90\xb5\xc2\xa5\xfd\xf1\x1e\'w\x0e\xd7\xe2\xa7\xc6hN\xd2\x94^\xc8\x0c\x00\x01(\x03\x00\x1d \x02\x05\xdb\x9d\xa2\xab\xe5\'\\x\xf0\xb5\x18\xf3\xc9\xdcb\x85\xe4\xf54\xd7\xcf2\x05\xf4\x90s\xae\x04\xd7\x00\x04\x01\x01\x00\xa0\x03\xf8\xb9J/\x97\x04\xcf\xed.!\xccx\x83^\xd4\x06\x04dV\t\x18\x1f\xdfK\x9c\xb3Q\x99\x02d\xb1\xa1\xe0\xfc\xda\xb5v\xdd4\x1e\xec+\xe4\xd2\x8a2\x82-@\xaf\xcew\xf3\xf3\n\x9cb\xb6\xd6.F\x82\xa26\x98A1}\xc9>\xec\x04\xad\xc2G\x89\xbaEk\xe7aP]\xbez\t\n\x121\xd6\xf5\xf2\xd4\xec\x93\x16\xa6\x82\xd3\x02\xddC\xed]\xaf]\xf3\xa5By\x8f\xb6C\x10p\xa0\xe0G\xd2~\x16\xb9\x18\x85\xe1\x1d\x10sw\x15\x15\xb7tI\x91q\x01\xb6(\x16\xc0z\x98^U\xfd<%e\x99s\x8f\x8dq\xc4\x80\xf7\xee\x9by\x85\xa2\xdb>\xa4?\xfb\x8d\xbb|\xeet\x80\x15<\xf3\n\xf7X]\x96\xc8\xe6\x807\xb8\xfa\xc2\x14\xd6\xe3\xcc\x87,\xaf\xb7\x1d\x1b\xf7\xe5\xa6\'\xcfh\xfes;\xb9\x87R\x8a>\xe6\x0cHa\xa2\x9b,\x96)\x8bP0\x18V@\x8fL\x80L\x08\xdcaa\xa6\xd1$\xf1\x1e\x19\x1a\xe7\x14l`)\x9c\xd6\xdd\x04\x80|\xd7\x0e\x00\x00\x00'",0,Normal
192.168.2.200,23.96.225.71,7356,443,6,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00(W\x8a@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\x17`\xe1G\x1c\xbc\x01\xbb-H\xa1'2\x8f\x8f~P\x10\x04\x04\xbc2\x00\x00""",0,Normal
192.168.2.200,23.96.225.71,7356,443,6,"b'\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\x85W\x8b@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\x17`\xe1G\x1c\xbc\x01\xbb-H\xa1\'2\x8f\x8f~P\x18\x04\x04\xbc\x8f\x00\x00\x16\x03\x03\x00%\x10\x00\x00! J~\xdf\xcc2(9K\xaeE\xf8\x9a\xf4+\xf6?\x1f\xc9\x8a\xa7\t\x1a\xf15\xa1\xd6\x98\x8a\xa8W\xbbE\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\x00\x00\x00\x00\x00\x00\x00\x00\xc9\xe0p\xeb\x1f\x94\xde\x10b\xda6\xd0""|\xf5\x8c\xdb\xc3\x02sg*\xef\xd1\x89\xd8\xf4\xdc\x9f\x0c\xec!'",0,Normal
23.96.225.71,192.168.2.200,443,7356,6,"b',\xf0]\xd4X\xd3\xfc|\x02H\x16\xf3\x08\x00E\x00\x00[\x14\x8e@\x00g\x06B\xf7\x17`\xe1G\xc0\xa8\x02\xc8\x01\xbb\x1c\xbc2\x8f\x8f~-H\xa1\x84P\x18\x08\x00\x18\xf9\x00\x00\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\x00\x00\x00\x00\x00\x00\x00\x00\xc9\x80b3\xa1y\xb1\x03O\x13~\x8b\x1f\xc0W\xb2\xca\xbb,:U\xb0\xc6(\xf5\n\xcf\x89I\xc5K^'",0,Normal
192.168.2.200,23.96.225.71,7356,443,6,"b'\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x05UW\x8c@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\x17`\xe1G\x1c\xbc\x01\xbb-H\xa1\x842\x8f\x8f\xb1P\x18\x04\x03\xc1_\x00\x00\x17\x03\x03\x05(\x00\x00\x00\x00\x00\x00\x00\x01\x884\x97\x08\x1eh\x9b\x8e\x8e/\xe3\xb1\x96\x8f4\x97\x0f\x19A\x15W\xb3\xa4X\x04B\x90m\\[\'|\xfb\xc2U\xbdT\xdf\xe6\x8d\\\x0b\xe1.\xb3\xc2~\x19\xd3\xf0==-N \x84w6\xf9\xda!\xe3\x8b\xb7\xd3@\x80\x9a\xd6\x197\xbc\xb5\xe5\x02%\xcb\xfa\x9e\xce\xda\x9dI\xe0a\xd06R,\xc4\xedH\xb0\xf4L\x97(*\xa2\x19\xed\r\x0c|\xe9Mg2=wd\xa5bTn\x1e\x8f\xe21\xe7\xcc\x9c|*\xbb\xb6S\xac\x839\xf8\x80\xdd\x95+\xe826\xdah\xb0)\x88d\x00+""Y\x8d\xc8\xebD\xb6\x177""[\xd1\xdc9\x88\xa2:,%\xe2\xc0\xc2""\x19\x07f\x8e\x9b\xce\x90i\x9a\xcb\xa0\xc9\n`\xe4a\xd6\x00\x9e\xf95\xbc\xb9\xef\xa2\xb8,\xf2\xc3\x83\xd4\x1c6\xb7\xcc\xf3\xeb cH\x07\xfc\x01\xa3\xfa\x07\x0f\xa0\xe6\x8b\x03\x17Xb\xb06\xa6\xa0[\xc0\x03oJ\x8dIT\xfb6\xed\x05\x05H\xe3{ \xa8\xaab\x0f\xe7\x82\x80\xedJ\x90\x909\xda\xd6\xf9,\x1ag&)\xdc~\x97\xc5p\xb4\xe9\xd0\xd2^K\x93y\x16\xa8\x8bH\xdd\xdc\xefE7EH\x89\x81\xb5\x92\xd65\xeej\x86\xe8\xe4\x8b\xbf\x9bwuE0\xafh{\xec^\xf1\xf7A\xa3\xd7\x95\x03E\xf0F\x9a\xa7\x8b\xff\x05C\xb8K\xb5\xb4\xf9/\xec\xeb\r\xc5\xd9V\x83p)O)\xd4\x80z*\xf1\xf9\xa9\x9cSN\'\x85\x98\x0c\xa89\xb4Tg`\x10\xf0\xf2\x88\xf5\xbb\xfd\x8e\x06\xf8\xa8\xb1Xz\xe7{\x0b\x17\xd4\xd4\x92A8""\x15G\xa9\xaakz\x8c\x18r\x80\xdb""\x08\xf4\xe2\xc3\xfd\x8a?q\xe80\x86\xe6e\x86\xb0R\xcc\x05(C/\xad\xae\xa9\x98\x19\x8b\xc18yD>\x04\x9e\xd0\x88F\x96\x99}\xbd\x94\x00\x8bb\xb6^\x01\xa4|\xae\x82\xf4\x81\x05\x96\xb4\xadJ\xb6kd\x1e\xa4\xab\xbc\xb0\xc9\xe7jS\x86F\x9d0\xa7U\x05}C$\xb1@\xd44\x10\x8d\xc91K\x07KA\xb9qX\xa1\xf2d\xf0\x9burn\xf1\x08Kr\x82\x85\x16 \x03\xf7\xc1e\xe2\x19\xc3VET\x88\xa4\xc5)\xbe{\x16\xd8\xd2\xf6j\x8a\x1b\xda\xfe\x08\xc4\xbd-\xcbj\xfe]gw\x10\x88\x0e\xab\x94>\xd0\xfa@\x06\xda\xcc\xf4\xe0\xe9L\xee:\xd9\x03\xb9\xa1\\\xaf\xc2m\xc9\xd0\xd3\xcb(!M\x1f\xe5!""\x02\xe5\xfc\\\xf1\x8c2=\xb8\xfbRn\xf1\xa2Q\x8a\xf8d\xab""=x\x8c\xec[`u\xbb\x99w\x9dQ\xae\xfb\x8d\x7f\xba\x8eO\xbe\xe4""\x8f\xf4\xef\xdew\xe5\xa6\xb3K\xae\xff\x16\xd8\xf1\xdf0\x0eb\xd1\xfb\x04\n\xaf=?\xafT\xd60\n\xff\xd3\x17\x8d\xc8\xc5\x97\xb3\xf67Cy\xedl$D\xf0\x18\xcaU=L|\xb6\xba?\n&wF]!\xc5g\xd2\xadN\x14\xf1\x99\x8f\xd0\x19\x8d\xa0\x8e\xb5k-qCi\xf2\xfb\x83\xb7;\x9c\xbd\x14\x06*\xd2\xdb\t\xd5rA\x98\'\xa2\x8a\x97w\xcd{\xc7\x0b\x1a\xbc\xe1\xf7N\x8a\x9b\xca+\x85\x0f\x9e\xe4\xb3J\xe0]\xb6w2\t9\xd4\x7f\x1f\x15+uUe\xf88\xae\x8a\x90\x82\x87,\xa7.\x8f\x83\xad*]\x9b\xb07\n\xa1Kys\xd8uT\xff\xf4N\xeaM\xa1\xf3A\x98\xf1\x0c\x91\xdca\xb9D1\x19c\xe5\x84\xe2\x17}%\'\x00\xddy\x18N\xd0y\xa3\x1e\xd4\xdd\xe5F\';\xb6|9X%\x1b\xf7]@\xf6#}\x10\xf9\xce\xbcE\xb3\xc3\x91p\n\x86\xb2\xbc\xd8U\n]\x7f\x1ak\xa9-\xb9\xe8\xc2\x9f\xb3\x9b\x82+fH\x9a\t\x7f\xaf\x1c\xc4\nJ\xf3\x8c9\xa2\xeb0n\x90\x12\x07\x88\xb2\x06C\xd6\xb1\x8f\x8ag\xb2s5\xa3z\xc3\xc0\xee\x14#\xec\x04UHj\xca\xff\xa4%\xe9\xca\t\xbe\x17oJ\xfb\xc7\xe2I\xf7\x1f\x14\x15\xf2\x93\xb606\x1c?A\x8d\xaf9\xfa\xa8\xc3\x94\xb2q\xc6}\xf0\x88\x16\xeaO\xa0\xca\x9e\x92s\xaa\xd1\xb2A6\xc5\x91\x06\x12d\xf9`fY3\xed\xff\x03\xd2\x1d\x9d_\x8cK\xa4\x1e{\xb5\x18\xfc\x03sc\x81\xa1\xc2\x04\x80\xb9oJ\xc5\xea\x18\x8c\xbc\x980\x04;L\xfc3H\x15\x07m\xd8\xa2\x05\x86\x14d.\x05\xa85\x9f3O\x80\x90\xa1\x17w>w\t?u\x00\x8f\xaf~R\xe4\x9b\xc2\x06ec\xdakM8\x14\x15\x8e\xe0\x92\xdf\xa4\x14.[\xb3/\xa7\'\x99\xd5\\\x15\xfc\xbf>\xf4\xbb\xa2\xcdP\xd6\xe9Y\x03\x04\xca[?\x1a\xe2D\xb6\x0c\xfe\xc5\x86\xf1BJ\xa1\xc9\xc5 )\xc5L\xbbj\x9ak\x84\xc75X\xfd~r\xd6E\xa4\xa6+{\xeb\x86B\xf0>\xd8\xd9\x7f\x19\xb5\x9a\\\t\xaf8\xbbI\xc1\xec\x1c\xf0\xef\xe2@\xdb\x9b\xeb\xb4-\xee\xf6\x8b\xc2x\xed_\xd9\xc3-\x88\x18Cj\xae\xaea~\x10\x08\xd9Wkl\x1c3+\\f\xff;\x8b\xd6*\xaf\xdc\x02\xc8\xbc5r\xea\x04\x11\x9c\xb47\x97\xb8f)\x99\'\x96\xdf\xff\xdf\xd0U\xcd\x8a\xb0\xa1\x9b\xdet#\x11jR\x82\xd6*Dn&\xafz\xa1\xac-\x10>C\x7f\xd0\xe8-\xd2\x12,1\x11\xc2m\xceT\x0f\xb5fW\xad\xa27\x90i4\x0c\x99K\xc4\x15\xbb\xe6\x13\xfc^0!\xb2\x81\xab\xd2n/\x8fqs\xe0\x06\xa4\t\x17Zd\x1c\x8d~\x97?,\xb8YQ\x98\xb01\xfa@vv+H\x8d'",0,Normal
23.96.225.71,192.168.2.200,443,7356,6,"b',\xf0]\xd4X\xd3\xfc|\x02H\x16\xf3\x08\x00E\x00\x00(\x14\x8f@\x00g\x06C)\x17`\xe1G\xc0\xa8\x02\xc8\x01\xbb\x1c\xbc2\x8f\x8f\xb1-H\xa6\xb1P\x10\x08\x027\t\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
23.96.225.71,192.168.2.200,443,7356,6,"b',\xf0]\xd4X\xd3\xfc|\x02H\x16\xf3\x08\x00E\x00\x01b\x14\x90@\x00g\x06A\xee\x17`\xe1G\xc0\xa8\x02\xc8\x01\xbb\x1c\xbc2\x8f\x8f\xb1-H\xa6\xb1P\x19\x08\x02""\xa3\x00\x00\x17\x03\x03\x015\x00\x00\x00\x00\x00\x00\x00\x01\x7f\xcb\x9c\x9cI\xbd\xb0R\xd3 \xbc~\x02@\xf0Q\x12\x1e\xc3\xf6\x8a\x02\x1az\xa2\xb0\x93\xceEM\xec\xde\nu\xff\x96\xc4\xf8\xdf\xaaCb\xdf\xb8\xbfdg\xc5\xda,\xaa\xe3@_\x89\x8atmp\xd4\x95\xb0\x03\x06$\xd7v\xb4I\xc7\x0b\x82\x01CM\x00\xea\x86\x189@\x0f\xe7\xd7$,\xd8@\xedg5\xbf\x1c:\xdcXR1\xf9\x14a\x16x\xe0\x89\x8ccD\xbe.\xc3\x196\x92\x95\xd9\t\x07\xaa\x94\x99\xae\xe4u\x89\xee@\x9c#r\x9dH\xf4T\xef\xa0y1C4\xe02\xd0Q\xf0\xc9\x8d\xf2\x12\x16\xa8""\xff\xaa\x87\xa8vF\x12\xea\x86\x85\xa2?\xf0\x12\xde\xc7\x9a@~\\#\x08\xfc\xc6\xa8\\\xce\xa3+\xdc\xdeNyh\xd3\x00\x03\\\xfe\x9c\x11s\xb2\xff\x02\x05\x145\x8bX\xdf\xfc\xa6n\xa8\xaa\xe4\xac\x01\\[P\x15Pf\xa1[Ul\x84\x9d2\xac\x93\x85\xce\xfa\xac\xc6\xd9:\xa4\x03y\x8d\xbd\xdchf\x1fE&\x80[\x12EZXQ\xf3,n\xd5\x94\xc8\xdbC\xef\x0e\\\xf4\xac\xf0\x02{\x90\xbc\x06\xe2c\xdaz\xa6k:f\x01{\xa0\'\xa5Z\xbb\xcc\x0c:\x82\x17\n\xa54\x8c$\x0b~&2\xe0\xea'",0,Normal
192.168.2.200,23.96.225.71,7356,443,6,"b'\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00(W\x8d@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\x17`\xe1G\x1c\xbc\x01\xbb-H\xa6\xb12\x8f\x90\xecP\x10\x04\x02\xbc2\x00\x00'",0,Normal
192.168.2.200,23.96.225.71,7356,443,6,"b'\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00GW\x8e@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\x17`\xe1G\x1c\xbc\x01\xbb-H\xa6\xb12\x8f\x90\xecP\x18\x04\x02\xbcQ\x00\x00\x15\x03\x03\x00\x1a\x00\x00\x00\x00\x00\x00\x00\x02\x94E\xfc\xaf$}\xa4\x9c+\xa8\xfb\r\xe0\x06h\xbd\x8bF'",0,Normal
192.168.2.200,23.96.225.71,7356,443,6,"b'\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00(W\x8f@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\x17`\xe1G\x1c\xbc\x01\xbb-H\xa6\xd02\x8f\x90\xecP\x11\x04\x02\xbc2\x00\x00'",0,Normal
91.108.56.142,192.168.2.200,80,7251,6,"b',\xf0]\xd4X\xd3\xfc|\x02H\x16\xf3\x08\x00E\x00\x01\x12\xf4\x1f@\x00@\x06\xee[[l8\x8e\xc0\xa8\x02\xc8\x00P\x1cS+o\x13\x8c\x87$\xb3\x11P\x18\x02T\x13+\x00\x00HTTP/1.1 200 OK\r\nConnection: keep-alive\r\nContent-type: application/octet-stream\r\nPragma: no-cache\r\nCache-control: no-store\r\nContent-length: 88\r\n\r\n\x08\x1c\x91\xfaM\x8f\x8c\xe9\xe6c\xe5\xb6\x0cH*l\x13%\xd9\xc7\xc5\xa9H\xbf7\xaf3b,\xd8+\x9fh\xf7\xe2\x84*\xf8\x07\x08?\x8a\xbf)A \xc4\xcf\n)\xba\x92\xb63\xc4\x9f\x1f\xa6Ew97\x99\xde\xbby\x823\x19,\xcb\xa6\xd5\xd5\xa6\x01t\x1adO\t\xdc\x12\xfc\xca\x94~\x96'",0,Normal
